sheet_title,breakdown,scenario,series,unit,year,value
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2028,2.96
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2029,2.97
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2030,3.44
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2031,3.58
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2032,7.12
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2033,6.32
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2034,6.82
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2035,6.85
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2036,6.94
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2037,6.67
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2038,6.8
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2039,7.48
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2040,7.59
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2041,8.1
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2042,6.72
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2043,7.07
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2044,7.41
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2045,7.98
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2046,8.29
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2047,8.44
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2048,9.24
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2049,9.78
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2050,10.4
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2026,0.0
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2027,0.45
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2028,2.3
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2029,4.66
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2030,7.03
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2031,10.62
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2032,14.66
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2033,16.8
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2034,18.4
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2035,20.87
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2036,22.76
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2037,24.39
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2038,25.89
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2039,26.86
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2040,29.62
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2041,31.28
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2042,35.04
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2043,36.81
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2044,39.37
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2045,40.03
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2046,41.77
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2047,43.35
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2048,45.13
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2049,45.88
Figure 6: Low Demand Scenario Demand Forecast by Component,component,Low-Demand,Growth Margin,Net Annual Energy Demand (TWh),2050,47.1
Figure 7: Growth Margin Component by 2050 – Reference Scenario,growth_margin_component,Reference,Electric Vehicles,Percentage,2050,0.46
Figure 7: Growth Margin Component by 2050 – Reference Scenario,growth_margin_component,Reference,Rail Transit Electrification,Percentage,2050,0.02
Figure 7: Growth Margin Component by 2050 – Reference Scenario,growth_margin_component,Reference,Large Industrial Loads,Percentage,2050,0.2
Figure 7: Growth Margin Component by 2050 – Reference Scenario,growth_margin_component,Reference,Comercial Data Centres,Percentage,2050,0.23
Figure 7: Growth Margin Component by 2050 – Reference Scenario,growth_margin_component,Reference,Industrial Mining,Percentage,2050,0.09
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2027,-2007.07
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2028,-2059.72
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2029,-2105.23
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2030,-2164.22
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2031,-2215.14
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2032,-2253.29
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2033,-2263.38
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2034,-2266.45
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2035,-2273.12
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2036,-2277.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2037,-2279.45
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2038,-2288.94
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2039,-2295.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2040,-2303.09
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2041,-2308.18
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2042,-2315.3
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2043,-2321.28
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2044,-2345.06
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2045,-2360.27
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2046,-2375.46
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2047,-2393.37
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2048,-2413.53
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2049,-2440.52
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2050,-2461.83
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2027,-1429.29
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2028,-1466.78
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2029,-1499.19
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2030,-1541.2
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2031,-1577.47
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2032,-1604.63
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2033,-1611.81
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2034,-1614.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2035,-1618.75
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2036,-1621.52
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2037,-1623.26
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2038,-1630.02
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2039,-1634.33
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2040,-1640.09
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2041,-1643.72
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2042,-1648.79
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2043,-1653.05
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2044,-1669.98
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2045,-1680.81
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2046,-1691.63
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2047,-1704.38
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2048,-1718.74
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2049,-1737.96
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Reference,Reference Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2050,-1753.14
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2027,-2021.03
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2028,-2080.16
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2029,-2173.45
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2030,-2223.26
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2031,-2268.11
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2032,-2310.95
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2033,-2334.6
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2034,-2354.21
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2035,-2382.6
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2036,-2398.81
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2037,-2413.96
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2038,-2423.89
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2039,-2428.56
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2040,-2463.08
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2041,-2467.27
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2042,-2500.33
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2043,-2520.08
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2044,-2542.68
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2045,-2562.14
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2046,-2586.56
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2047,-2603.5
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2048,-2620.66
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2049,-2685.02
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2050,-2708.16
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2027,-1443.63
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2028,-1485.87
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2029,-1552.5
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2030,-1588.08
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2031,-1620.12
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2032,-1650.72
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2033,-1667.62
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2034,-1681.62
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2035,-1701.9
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2036,-1713.48
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2037,-1724.3
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2038,-1731.4
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2039,-1734.73
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2040,-1759.39
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2041,-1762.38
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2042,-1786.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2043,-1800.1
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2044,-1816.25
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2045,-1830.15
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2046,-1847.59
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2047,-1859.69
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2048,-1871.95
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2049,-1917.92
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,High-Demand,High Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2050,-1934.45
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2027,-1982.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2028,-2015.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2029,-2044.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2030,-2057.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2031,-2090.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2032,-2159.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2033,-2162.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2034,-2171.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2035,-2182.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2036,-2185.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2037,-2187.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2038,-2185.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2039,-2186.0
