sheet_title,breakdown,scenario,series,unit,year,value
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Commercial Sector with Data Centres,Net Annual Energy Demand (TWh),2046,82.68
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Commercial Sector with Data Centres,Net Annual Energy Demand (TWh),2047,83.46
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Commercial Sector with Data Centres,Net Annual Energy Demand (TWh),2048,84.48
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Commercial Sector with Data Centres,Net Annual Energy Demand (TWh),2049,84.7
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Commercial Sector with Data Centres,Net Annual Energy Demand (TWh),2050,85.29
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2027,4.49
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2028,4.99
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2029,5.54
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2030,6.4
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2031,6.89
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2032,7.25
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2033,7.75
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2034,7.84
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2035,11.91
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2036,16.33
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2037,20.62
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2038,24.72
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2039,25.72
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2040,26.53
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2041,27.23
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2042,27.96
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2043,28.01
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2044,28.14
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2045,28.14
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2046,28.21
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2047,28.28
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2048,28.42
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2049,28.35
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Data Centres subsectors,Net Annual Energy Demand (TWh),2050,28.38
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2027,43.69
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2028,46.75
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2029,51.54
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2030,53.96
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2031,56.26
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2032,58.72
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2033,59.68
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2034,60.57
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2035,62.12
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2036,63.07
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2037,63.49
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2038,63.91
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2039,63.9
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2040,66.07
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2041,66.32
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2042,68.08
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2043,69.08
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2044,70.56
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2045,71.43
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2046,72.9
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2047,73.9
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2048,74.99
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2049,78.27
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Industrial Sector,Net Annual Energy Demand (TWh),2050,79.46
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2027,4.1
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2028,4.86
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2029,5.2
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2030,5.83
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2031,6.5
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2032,6.96
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2033,7.43
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2034,7.88
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2035,8.35
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2036,8.79
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2037,9.06
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2038,9.35
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2039,9.57
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2040,9.85
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2041,10.06
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2042,10.28
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2043,10.44
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2044,10.49
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2045,10.47
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2046,10.48
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2047,10.48
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2048,10.51
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2049,10.48
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Agricultural Sector,Net Annual Energy Demand (TWh),2050,10.48
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2027,3.94
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2028,5.18
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2029,6.81
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2030,9.09
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2031,11.39
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2032,15.23
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2033,17.88
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2034,20.6
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2035,23.56
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2036,26.34
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2037,28.72
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2038,30.94
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2039,32.89
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2040,34.69
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2041,36.18
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2042,37.55
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2043,38.75
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2044,39.9
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2045,40.66
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2046,41.48
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2047,42.09
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2048,42.82
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2049,43.11
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Transportation Sector,Net Annual Energy Demand (TWh),2050,43.46
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2027,5.68
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2028,5.76
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2029,5.8
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2030,5.85
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2031,5.91
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2032,5.97
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2033,6.01
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2034,6.05
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2035,6.11
Figure 2: High-Demand Scenario Demand Forecast by Sector,sector,High-Demand,Other Electricity Demand,Net Annual Energy Demand (TWh),2036,6.19
